200,9.3e-05
201,0.000103
202,0.000103
203,0.000112
204,0.000113
205,0.000108
206,9e-05
207,8.5e-05
208,7.9e-05
209,9.6e-05
210,9.3e-05
211,0.000102
212,9.3e-05
213,8.2e-05
214,8.6e-05
215,0.000104
216,8.7e-05
217,8.5e-05
218,7.8e-05
219,8.5e-05
220,9.1e-05
221,8.3e-05
222,7.8e-05
223,9.7e-05
224,8.3e-05
225,9.2e-05
226,8e-05
227,7.3e-05
228,7.4e-05
229,8.6e-05
230,8.6e-05
231,8e-05
232,6.7e-05
233,7.2e-05
234,7.8e-05
235,6.9e-05
236,6.6e-05
237,7.1e-05
238,6.4e-05
239,7.8e-05
240,7.9e-05
241,8.2e-05
242,6.5e-05
243,7.2e-05
244,7.7e-05
245,6.8e-05
246,6.5e-05
247,7.8e-05
248,7.6e-05
249,6.6e-05
250,6.6e-05
251,8e-05
252,7.9e-05
253,7e-05
254,6.1e-05
255,6.7e-05
256,6.7e-05
257,5.6e-05
258,5.4e-05
259,5.9e-05
260,7.4e-05
261,6.6e-05
262,6.6e-05
263,6.6e-05
264,6.2e-05
265,5.4e-05
266,4.5e-05
267,5e-05
268,3.7e-05
269,4.3e-05
270,4.7e-05
271,4.8e-05
272,3.6e-05
273,3.8e-05
274,3.9e-05
275,5.6e-05
276,6.2e-05
277,5.3e-05
278,3.5e-05
279,3.9e-05
280,4.7e-05
281,5.6e-05
282,5.2e-05
283,4.9e-05
284,4e-05
285,5.5e-05
286,5e-05
287,5.7e-05
288,5e-05
289,5e-05
290,4.9e-05
291,4.7e-05
292,6e-05
293,5.5e-05
294,4.9e-05
295,4.5e-05
296,4.8e-05
297,4e-05
298,4.7e-05
299,4.4e-05
300,4.7e-05
301,5.4e-05
302,3.2e-05
303,1.4e-05
304,2.7e-05
305,3.8e-05
306,3.2e-05
307,2.7e-05
308,4.4e-05
309,3e-05
310,1.7e-05
311,1.9e-05
312,2.5e-05
313,3.4e-05
314,3.1e-05
315,2.4e-05
316,2.6e-05
317,3.5e-05
318,4.4e-05
319,3.7e-05
320,3.5e-05
321,4e-05
322,3.4e-05
323,3.3e-05
324,3.2e-05
325,4.1e-05
326,4.4e-05
327,3.6e-05
328,4.6e-05
329,5e-05
330,4.7e-05
331,5.4e-05
332,8.7e-05
333,0.000125
334,0.000204
335,0.000346
336,0.00061
337,0.00103
338,0.00171
339,0.00278
340,0.00442
341,0.00682
342,0.01024
343,0.01492
344,0.0213
345,0.02986
346,0.04112
347,0.0559
348,0.07498
349,0.099
350,0.12858
351,0.1644
352,0.2066
353,0.25572
354,0.31236
355,0.37833
356,0.45329
357,0.53952
358,0.63662
359,0.74423
360,0.86341
361,0.99006
362,1.1245
363,1.0213
364,1.4423
365,1.6076
366,1.7126
367,1.8294
368,1.9469
369,1.9191
370,2.0679
371,2.0614
372,2.2357
373,2.0462
374,1.9786
375,1.9809
376,1.8987
377,1.9439
378,1.9026
379,2.2076
380,2.2522
381,2.4298
382,2.7625
383,3.2068
384,3.401
385,3.9071
386,4.2074
387,4.6488
388,4.8393
389,5.319
390,5.7597
391,6.071
392,6.4597
393,6.6847
394,6.9406
395,7.2357
396,7.4788
397,7.6576
398,7.8695
399,8.0546
400,8.1686
401,8.2305
402,8.3598
403,8.4733
404,8.4458
405,8.4934
406,8.5096
407,8.5111
408,8.575
409,8.5145
410,8.4926
411,8.5273
412,8.5325
413,8.5603
414,8.5632
415,8.6075
416,8.6634
417,8.6952
418,8.7947
419,8.862
420,8.9397
421,8.974
422,9.1215
423,9.1684
424,9.2402
425,9.3554
426,9.4229
427,9.4621
428,9.5471
429,9.5626
430,9.6049
431,9.616
432,9.6499
433,9.6315
434,9.6184
435,9.6076
436,9.5584
437,9.5245
438,9.4668
439,9.4918
440,9.493
441,9.5357
442,9.5358
443,9.6312
444,9.6834
445,9.7781
446,9.8723
447,10.004
448,10.08
449,10.215
450,10.337
451,10.48
