0,0
2.55,0
5.1,0
7.65,0
10.2,0
12.75,0
15.3,0
17.85,0
20.4,0
22.95,0
25.5,0
28.05,0.11
30.6,0.13
33.15,0.16
35.7,0.18
38.25,0.212
40.8,0.238
43.35,0.275
45.9,0.315
48.45,0.345
51,0.388
53.55,0.42
56.1,0.47
58.65,0.505
61.2,0.56
63.75,0.598
66.3,0.658
68.85,0.722
71.4,0.765
73.95,0.833
76.5,0.883
79.05,0.955
81.6,1
84.15,1.085
86.7,1.164
89.25,1.222
91.8,1.308
94.35,1.364
96.9,1.458
99.45,1.522
102,1.62
104.55,1.686
107.1,1.786
109.65,1.898
112.2,1.973
114.75,2.08
117.3,2.158
119.85,2.27
122.4,2.349
124.95,2.473
127.5,2.56
130.05,2.687
132.6,2.809
135.15,2.9
137.7,3.03
140.25,3.12
142.8,3.248
145.35,3.342
147.9,3.482
150.45,3.62
153,3.72
155.55,3.869
158.1,3.97
160.65,4.15
163.2,4.24
165.75,4.39
168.3,4.49
170.85,4.65
173.4,4.82
175.95,4.92
178.5,5.09
181.05,5.2
183.6,5.38
186.15,5.5
188.7,5.7
191.25,5.8
193.8,5.99
196.35,6.16
198.9,6.3
201.45,6.5
204,6.63
206.55,6.82
209.1,6.99
211.65,7.16
214.2,7.38
216.75,7.5
219.3,7.6
221.85,7.6
224.4,7.6
226.95,7.6
229.5,7.6
232.05,7.6
234.6,7.6
237.15,7.6
239.7,7.6
242.25,7.6
244.8,7.6
247.35,7.6
249.9,7.6
252.45,7.6
255,7.6
