Package	Class	UUID	Alias
aod.builtin.devices	aod.builtin.devices.BandpassFilter	cffcbec0-6dcd-4183-9434-d6d08ea99d3a	0
aod.builtin.devices	aod.builtin.devices.Beamsplitter	1c1730be-f134-41d8-8bbd-0a32b32e865d	0
aod.builtin.devices	aod.builtin.devices.DichroicFilter	57327a0d-36cf-4750-9fdd-895dd928fb59	0
aod.builtin.devices	aod.builtin.devices.LightSource	6483bbe7-3633-4a30-bbc5-a8d06c87c9bb	0
aod.builtin.devices	aod.builtin.devices.NeutralDensityFilter	23273323-ba40-40c0-bec6-eea76e502f9d	0
aod.builtin.devices	aod.builtin.devices.Pellicle	e739df1f-62d5-46ab-aba7-d8c7bf173261	0
aod.builtin.devices	aod.builtin.devices.Pinhole	f3ba26e8-1301-4e77-b998-96f32fba2208	0
aod.builtin.devices	aod.builtin.devices.PMT	d72c6121-0323-4020-90b1-4cdf48c0b937	0
