512.8	8.32E-03	
513	7.96E-03	
513.2	7.35E-03	
513.4	6.63E-03	
513.6	5.90E-03	
513.8	5.15E-03	
514	4.40E-03	
514.2	3.77E-03	
514.4	3.25E-03	
514.6	2.83E-03	
514.8	2.45E-03	
515	2.15E-03	
515.2	1.98E-03	
515.4	1.82E-03	
515.6	1.72E-03	
515.8	1.60E-03	
516	1.52E-03	
516.2	1.49E-03	
516.4	1.45E-03	
516.6	1.44E-03	
516.8	1.46E-03	
517	1.47E-03	
517.2	1.51E-03	
517.4	1.57E-03	
517.6	1.62E-03	
517.8	1.65E-03	
518	1.75E-03	
518.2	1.82E-03	
518.4	1.95E-03	
518.6	2.00E-03	
518.8	2.14E-03	
519	2.27E-03	
519.2	2.38E-03	
519.4	2.50E-03	
519.6	2.57E-03	
519.8	2.68E-03	
520	2.75E-03	
520.2	2.80E-03	
520.4	2.81E-03	
520.6	2.83E-03	
520.8	2.78E-03	
521	2.82E-03	
521.2	2.71E-03	
521.4	2.68E-03	
521.6	2.62E-03	
521.8	2.46E-03	
522	2.42E-03	
522.2	2.37E-03	
522.4	2.29E-03	
522.6	2.27E-03	
522.8	2.24E-03	
523	2.26E-03	
523.2	2.21E-03	
523.4	2.23E-03	
523.6	2.24E-03	
523.8	2.33E-03	
524	2.37E-03	
524.2	2.49E-03	
524.4	2.64E-03	
524.6	2.82E-03	
524.8	3.01E-03	
525	3.26E-03	
525.2	3.56E-03	
525.4	3.84E-03	
525.6	4.24E-03	
525.8	4.68E-03	
526	5.16E-03	
526.2	5.61E-03	
526.4	6.06E-03	
526.6	6.54E-03	
526.8	6.91E-03	
527	7.30E-03	
527.2	7.55E-03	
527.4	7.79E-03	
527.6	7.94E-03	
527.8	7.92E-03	
528	7.82E-03	
528.2	7.67E-03	
528.4	7.39E-03	
528.6	7.11E-03	
528.8	6.75E-03	
529	6.35E-03	
529.2	6.01E-03	
529.4	5.66E-03	
529.6	5.30E-03	
529.8	5.01E-03	
530	4.76E-03	
530.2	4.50E-03	
530.4	4.27E-03	
530.6	4.09E-03	
530.8	3.94E-03	
531	3.81E-03	
531.2	3.70E-03	
531.4	3.65E-03	
531.6	3.58E-03	
531.8	3.55E-03	
532	3.52E-03	
532.2	3.57E-03	
532.4	3.56E-03	
532.6	3.60E-03	
532.8	3.66E-03	
533	3.66E-03	
533.2	3.75E-03	
533.4	3.83E-03	
533.6	3.93E-03	
533.8	4.05E-03	
534	4.19E-03	
534.2	4.39E-03	
534.4	4.57E-03	
534.6	4.77E-03	
534.8	4.99E-03	
535	5.27E-03	
535.2	5.62E-03	
535.4	6.00E-03	
535.6	6.41E-03	
535.8	6.91E-03	
536	7.45E-03	
536.2	8.04E-03	
536.4	8.69E-03	
536.6	9.37E-03	
536.8	1.01E-02	
537	1.09E-02	
537.2	1.17E-02	
537.4	1.24E-02	
537.6	1.31E-02	
537.8	1.38E-02	
538	1.43E-02	
538.2	1.48E-02	
538.4	1.51E-02	
538.6	1.54E-02	
538.8	1.54E-02	
539	1.55E-02	
539.2	1.53E-02	
539.4	1.50E-02	
539.6	1.46E-02	
539.8	1.42E-02	
540	1.37E-02	
540.2	1.32E-02	
540.4	1.25E-02	
540.6	1.21E-02	
540.8	1.16E-02	
541	1.12E-02	
541.2	1.08E-02	
541.4	1.05E-02	
541.6	1.02E-02	
541.8	1.00E-02	
542	9.97E-03	
542.2	9.95E-03	
542.4	9.97E-03	
542.6	9.96E-03	
542.8	1.01E-02	
543	1.03E-02	
543.2	1.05E-02	
543.4	1.07E-02	
543.6	1.08E-02	
543.8	1.11E-02	
544	1.14E-02	
544.2	1.18E-02	
544.4	1.20E-02	
544.6	1.23E-02	
544.8	1.27E-02	
545	1.29E-02	
545.2	1.31E-02	
545.4	1.34E-02	
545.6	1.36E-02	
545.8	1.37E-02	
546	1.39E-02	
546.2	1.40E-02	
546.4	1.41E-02	
546.6	1.40E-02	
546.8	1.40E-02	
547	1.39E-02	
547.2	1.37E-02	
547.4	1.36E-02	
547.6	1.33E-02	
547.8	1.30E-02	
548	1.28E-02	
548.2	1.25E-02	
548.4	1.22E-02	
548.6	1.20E-02	
548.8	1.18E-02	
549	1.16E-02	
549.2	1.14E-02	
549.4	1.12E-02	
549.6	1.11E-02	
549.8	1.10E-02	
550	1.10E-02	
550.2	1.11E-02	
550.4	1.12E-02	
550.6	1.13E-02	
550.8	1.14E-02	
551	1.16E-02	
551.2	1.19E-02	
551.4	1.21E-02	
551.6	1.24E-02	
551.8	1.27E-02	
552	1.31E-02	
552.2	1.35E-02	
552.4	1.39E-02	
552.6	1.43E-02	
552.8	1.46E-02	
553	1.49E-02	
553.2	1.52E-02	
553.4	1.54E-02	
553.6	1.56E-02	
553.8	1.57E-02	
554	1.57E-02	
554.2	1.56E-02	
554.4	1.54E-02	
554.6	1.52E-02	
554.8	1.49E-02	
555	1.45E-02	
555.2	1.40E-02	
555.4	1.35E-02	
555.6	1.29E-02	
555.8	1.24E-02	
556	1.18E-02	
556.2	1.13E-02	
556.4	1.08E-02	
556.6	1.02E-02	
556.8	9.82E-03	
557	9.32E-03	
557.2	8.91E-03	
557.4	8.53E-03	
557.6	8.23E-03	
557.8	7.94E-03	
558	7.71E-03	
558.2	7.49E-03	
558.4	7.31E-03	
558.6	7.20E-03	
558.8	7.09E-03	
559	7.06E-03	
559.2	7.02E-03	
559.4	7.04E-03	
559.6	7.07E-03	
559.8	7.12E-03	
560	7.15E-03	
560.2	7.24E-03	
560.4	7.36E-03	
560.6	7.43E-03	
560.8	7.64E-03	
561	7.76E-03	
561.2	7.86E-03	
561.4	7.98E-03	
561.6	8.10E-03	
561.8	8.17E-03	
562	8.26E-03	
562.2	8.29E-03	
562.4	8.28E-03	
562.6	8.24E-03	
562.8	8.17E-03	
563	8.09E-03	
563.2	7.97E-03	
563.4	7.80E-03	
563.6	7.67E-03	
563.8	7.46E-03	
564	7.26E-03	
564.2	7.11E-03	
564.4	6.89E-03	
564.6	6.69E-03	
564.8	6.48E-03	
565	6.25E-03	
565.2	6.06E-03	
565.4	5.97E-03	
565.6	5.81E-03	
565.8	5.69E-03	
566	5.62E-03	
566.2	5.59E-03	
566.4	5.56E-03	
566.6	5.60E-03	
566.8	5.66E-03	
567	5.74E-03	
567.2	5.92E-03	
567.4	6.10E-03	
567.6	6.33E-03	
567.8	6.57E-03	
568	6.92E-03	
568.2	7.31E-03	
568.4	7.73E-03	
568.6	8.26E-03	
568.8	8.74E-03	
569	9.28E-03	
569.2	9.84E-03	
569.4	1.04E-02	
569.6	1.09E-02	
569.8	1.15E-02	
570	1.20E-02	
570.2	1.23E-02	
570.4	1.25E-02	
570.6	1.26E-02	
570.8	1.27E-02	
571	1.26E-02	
571.2	1.24E-02	
571.4	1.20E-02	
571.6	1.17E-02	
571.8	1.12E-02	
572	1.07E-02	
572.2	1.01E-02	
572.4	9.49E-03	
572.6	8.83E-03	
572.8	8.25E-03	
573	7.69E-03	
573.2	7.16E-03	
573.4	6.66E-03	
573.6	6.29E-03	
573.8	5.91E-03	
574	5.57E-03	
574.2	5.28E-03	
574.4	5.10E-03	
574.6	4.98E-03	
574.8	4.85E-03	
575	4.74E-03	
575.2	4.66E-03	
575.4	4.66E-03	
575.6	4.68E-03	
575.8	4.70E-03	
576	4.76E-03	
576.2	4.84E-03	
576.4	4.99E-03	
576.6	5.14E-03	
576.8	5.31E-03	
577	5.49E-03	
577.2	5.72E-03	
577.4	5.93E-03	
577.6	6.19E-03	
577.8	6.43E-03	
578	6.72E-03	
578.2	6.93E-03	
578.4	7.16E-03	
578.6	7.36E-03	
578.8	7.56E-03	
579	7.67E-03	
579.2	7.87E-03	
579.4	7.97E-03	
579.6	8.02E-03	
579.8	8.00E-03	
580	7.98E-03	
580.2	7.95E-03	
580.4	7.85E-03	
580.6	7.72E-03	
580.8	7.59E-03	
581	7.37E-03	
581.2	7.23E-03	
581.4	7.07E-03	
581.6	6.91E-03	
581.8	6.81E-03	
582	6.74E-03	
582.2	6.60E-03	
582.4	6.54E-03	
582.6	6.50E-03	
582.8	6.44E-03	
583	6.46E-03	
583.2	6.47E-03	
583.4	6.56E-03	
583.6	6.69E-03	
583.8	6.83E-03	
584	6.98E-03	
584.2	7.18E-03	
584.4	7.39E-03	
584.6	7.59E-03	
584.8	7.78E-03	
585	8.06E-03	
585.2	8.26E-03	
585.4	8.45E-03	
585.6	8.62E-03	
585.8	8.72E-03	
586	8.75E-03	
586.2	8.74E-03	
586.4	8.72E-03	
586.6	8.62E-03	
586.8	8.46E-03	
587	8.26E-03	
587.2	7.99E-03	
587.4	7.72E-03	
587.6	7.42E-03	
587.8	7.06E-03	
588	6.69E-03	
588.2	6.34E-03	
588.4	5.98E-03	
588.6	5.61E-03	
588.8	5.32E-03	
589	5.03E-03	
589.2	4.76E-03	
589.4	4.54E-03	
589.6	4.31E-03	
589.8	4.18E-03	
590	4.04E-03	
590.2	3.94E-03	
590.4	3.85E-03	
590.6	3.78E-03	
590.8	3.73E-03	
591	3.72E-03	
591.2	3.72E-03	
591.4	3.82E-03	
591.6	3.91E-03	
591.8	4.03E-03	
592	4.20E-03	
592.2	4.37E-03	
592.4	4.62E-03	
592.6	4.96E-03	
592.8	5.29E-03	
593	5.75E-03	
593.2	6.24E-03	
593.4	6.81E-03	
593.6	7.38E-03	
593.8	8.06E-03	
594	8.71E-03	
594.2	9.34E-03	
594.4	1.00E-02	
594.6	1.06E-02	
594.8	1.11E-02	
595	1.15E-02	
595.2	1.17E-02	
595.4	1.19E-02	
595.6	1.20E-02	
595.8	1.19E-02	
596	1.17E-02	
596.2	1.13E-02	
596.4	1.08E-02	
596.6	1.03E-02	
596.8	9.69E-03	
597	8.99E-03	
597.2	8.30E-03	
597.4	7.64E-03	
597.6	6.98E-03	
597.8	6.34E-03	
598	5.73E-03	
598.2	5.22E-03	
598.4	4.77E-03	
598.6	4.41E-03	
598.8	4.11E-03	
599	3.84E-03	
599.2	3.62E-03	
599.4	3.45E-03	
599.6	3.31E-03	
599.8	3.18E-03	
600	3.11E-03	
600.2	2.99E-03	
600.4	3.01E-03	
600.6	3.03E-03	
600.8	3.03E-03	
601	3.08E-03	
601.2	3.16E-03	
601.4	3.21E-03	
601.6	3.34E-03	
601.8	3.49E-03	
602	3.70E-03	
602.2	3.91E-03	
602.4	4.20E-03	
602.6	4.50E-03	
602.8	4.86E-03	
603	5.20E-03	
603.2	5.68E-03	
603.4	6.20E-03	
603.6	6.74E-03	
603.8	7.32E-03	
604	7.97E-03	
604.2	8.65E-03	
604.4	9.32E-03	
604.6	9.91E-03	
604.8	1.05E-02	
605	1.10E-02	
605.2	1.15E-02	
605.4	1.18E-02	
605.6	1.21E-02	
605.8	1.22E-02	
606	1.21E-02	
606.2	1.20E-02	
606.4	1.18E-02	
606.6	1.15E-02	
606.8	1.11E-02	
607	1.06E-02	
607.2	1.00E-02	
607.4	9.48E-03	
607.6	8.91E-03	
607.8	8.34E-03	
608	8.46E-03	
608.2	8.68E-03	
608.4	8.26E-03	
608.6	7.91E-03	
608.8	7.58E-03	
609	7.39E-03	
609.2	7.19E-03	
609.4	7.06E-03	
609.6	6.91E-03	
609.8	6.88E-03	
610	6.89E-03	
610.2	6.86E-03	
610.4	6.90E-03	
610.6	7.04E-03	
610.8	7.16E-03	
611	7.28E-03	
611.2	7.52E-03	
611.4	7.79E-03	
611.6	8.05E-03	
611.8	8.38E-03	
612	8.79E-03	
612.2	9.25E-03	
612.4	9.82E-03	
612.6	1.04E-02	
612.8	1.10E-02	
613	1.16E-02	
613.2	1.23E-02	
613.4	1.29E-02	
613.6	1.37E-02	
613.8	1.43E-02	
614	1.49E-02	
614.2	1.54E-02	
614.4	1.59E-02	
614.6	1.62E-02	
614.8	1.65E-02	
615	1.66E-02	
615.2	1.66E-02	
615.4	1.64E-02	
615.6	1.62E-02	
615.8	1.58E-02	
616	1.53E-02	
616.2	1.48E-02	
616.4	1.42E-02	
616.6	1.36E-02	
616.8	1.30E-02	
617	1.23E-02	
617.2	1.17E-02	
617.4	1.11E-02	
617.6	1.05E-02	
617.8	1.01E-02	
618	9.69E-03	
618.2	9.34E-03	
618.4	9.06E-03	
618.6	8.79E-03	
618.8	8.67E-03	
619	8.46E-03	
619.2	8.33E-03	
619.4	8.28E-03	
619.6	8.25E-03	
619.8	8.26E-03	
620	8.36E-03	
620.2	8.44E-03	
620.4	8.60E-03	
620.6	8.81E-03	
620.8	8.99E-03	
621	9.37E-03	
621.2	9.65E-03	
621.4	1.01E-02	
621.6	1.06E-02	
621.8	1.11E-02	
622	1.17E-02	
622.2	1.25E-02	
622.4	1.33E-02	
622.6	1.42E-02	
622.8	1.52E-02	
623	1.62E-02	
623.2	1.74E-02	
623.4	1.85E-02	
623.6	1.98E-02	
623.8	2.09E-02	
624	2.18E-02	
624.2	2.28E-02	
624.4	2.36E-02	
624.6	2.42E-02	
624.8	2.47E-02	
625	2.50E-02	
625.2	2.50E-02	
625.4	2.49E-02	
625.6	2.46E-02	
625.8	2.41E-02	
626	2.35E-02	
626.2	2.27E-02	
626.4	2.19E-02	
626.6	2.09E-02	
626.8	1.99E-02	
627	1.88E-02	
627.2	1.79E-02	
627.4	1.70E-02	
627.6	1.61E-02	
627.8	1.53E-02	
628	1.47E-02	
628.2	1.41E-02	
628.4	1.35E-02	
628.6	1.30E-02	
628.8	1.26E-02	
629	1.23E-02	
629.2	1.20E-02	
629.4	1.18E-02	
629.6	1.17E-02	
629.8	1.16E-02	
630	1.15E-02	
630.2	1.15E-02	
630.4	1.16E-02	
630.6	1.17E-02	
630.8	1.18E-02	
631	1.19E-02	
631.2	1.22E-02	
631.4	1.24E-02	
631.6	1.27E-02	
631.8	1.31E-02	
632	1.35E-02	
632.2	1.38E-02	
632.4	1.43E-02	
632.6	1.47E-02	
632.8	1.52E-02	
633	1.57E-02	
633.2	1.63E-02	
633.4	1.69E-02	
633.6	1.73E-02	
633.8	1.79E-02	
634	1.85E-02	
634.2	1.90E-02	
634.4	1.94E-02	
634.6	1.97E-02	
634.8	2.03E-02	
635	2.05E-02	
635.2	2.08E-02	
635.4	2.09E-02	
635.6	2.11E-02	
635.8	2.11E-02	
636	2.11E-02	
636.2	2.12E-02	
636.4	2.10E-02	
636.6	2.08E-02	
636.8	2.06E-02	
637	2.04E-02	
637.2	2.00E-02	
637.4	1.97E-02	
637.6	1.93E-02	
637.8	1.90E-02	
638	1.86E-02	
638.2	1.83E-02	
638.4	1.79E-02	
638.6	1.76E-02	
638.8	1.73E-02	
639	1.70E-02	
639.2	1.67E-02	
639.4	1.65E-02	
639.6	1.63E-02	
639.8	1.61E-02	
640	1.60E-02	
640.2	1.59E-02	
640.4	1.59E-02	
640.6	1.59E-02	
640.8	1.60E-02	
641	1.60E-02	
641.2	1.63E-02	
641.4	1.63E-02	
641.6	1.66E-02	
641.8	1.69E-02	
642	1.72E-02	
642.2	1.77E-02	
642.4	1.81E-02	
642.6	1.86E-02	
642.8	1.92E-02	
643	2.00E-02	
643.2	2.07E-02	
643.4	2.15E-02	
643.6	2.25E-02	
643.8	2.36E-02	
644	2.49E-02	
644.2	2.63E-02	
644.4	2.79E-02	
644.6	2.98E-02	
644.8	3.19E-02	
645	3.42E-02	
645.2	3.67E-02	
645.4	3.95E-02	
645.6	4.26E-02	
645.8	4.63E-02	
646	5.05E-02	
646.2	5.53E-02	
646.4	6.06E-02	
646.6	6.68E-02	
646.8	7.36E-02	
647	8.11E-02	
647.2	8.98E-02	
647.4	9.91E-02	
647.6	0.11	
647.8	0.123	
648	0.137	
648.2	0.153	
648.4	0.17	
648.6	0.189	
648.8	0.21	
649	0.233	
649.2	0.26	
649.4	0.288	
649.6	0.32	
649.8	0.355	
650	0.394	
650.2	0.437	
650.4	0.481	
650.6	0.528	
650.8	0.576	
651	0.623	
651.2	0.672	
651.4	0.719	
651.6	0.762	
651.8	0.8	
652	0.835	
652.2	0.869	
652.4	0.895	
652.6	0.918	
652.8	0.936	
653	0.95	
653.2	0.963	
653.4	0.968	
653.6	0.971	
653.8	0.977	
654	0.978	
654.2	0.979	
654.4	0.98	
654.6	0.978	
654.8	0.975	
655	0.975	
655.2	0.973	
655.4	0.971	
655.6	0.972	
655.8	0.971	
656	0.971	
656.2	0.972	
656.4	0.97	
656.6	0.969	
656.8	0.969	
657	0.967	
657.2	0.967	
657.4	0.968	
657.6	0.966	
657.8	0.965	
658	0.968	
658.2	0.97	
658.4	0.971	
658.6	0.971	
658.8	0.973	
659	0.972	
659.2	0.971	
659.4	0.972	
659.6	0.975	
659.8	0.977	
660	0.979	
660.2	0.978	
660.4	0.977	
660.6	0.979	
660.8	0.98	
661	0.98	
661.2	0.979	
661.4	0.979	
661.6	0.98	
661.8	0.979	
662	0.979	
662.2	0.98	
662.4	0.979	
662.6	0.978	
662.8	0.978	
663	0.979	
663.2	0.978	
663.4	0.979	
663.6	0.979	
663.8	0.979	
664	0.98	
664.2	0.98	
664.4	0.981	
664.6	0.982	
664.8	0.983	
665	0.983	
665.2	0.985	
665.4	0.989	
665.6	0.988	
665.8	0.989	
666	0.988	
666.2	0.987	
666.4	0.986	
666.6	0.987	
666.8	0.988	
667	0.986	
667.2	0.984	
667.4	0.983	
667.6	0.984	
667.8	0.983	
668	0.982	
668.2	0.982	
668.4	0.98	
668.6	0.981	
668.8	0.981	
669	0.979	
669.2	0.978	
669.4	0.979	
669.6	0.978	
669.8	0.978	
670	0.979	
670.2	0.977	
670.4	0.978	
670.6	0.977	
670.8	0.976	
671	0.976	
671.2	0.975	
671.4	0.975	
671.6	0.976	
671.8	0.976	
672	0.977	
672.2	0.979	
672.4	0.981	
672.6	0.982	
672.8	0.98	
673	0.982	
673.2	0.984	
673.4	0.987	
673.6	0.989	
673.8	0.992	
674	0.992	
674.2	0.994	
674.4	0.994	
674.6	0.996	
674.8	0.999	
675	0.999	
675.2	0.996	
675.4	0.994	
675.6	0.993	
675.8	0.993	
676	0.992	
676.2	0.992	
676.4	0.991	
676.6	0.992	
676.8	0.992	
677	0.992	
677.2	0.989	
677.4	0.989	
677.6	0.986	
677.8	0.985	
678	0.984	
678.2	0.983	
678.4	0.984	
678.6	0.983	
678.8	0.984	
679	0.986	
679.2	0.984	
679.4	0.984	
679.6	0.984	
679.8	0.985	
680	0.986	
680.2	0.989	
680.4	0.988	
680.6	0.988	
680.8	0.99	
681	0.99	
681.2	0.99	
681.4	0.99	
681.6	0.991	
681.8	0.992	
682	0.993	
682.2	0.994	
682.4	0.991	
682.6	0.994	
682.8	0.993	
683	0.993	
683.2	0.996	
683.4	0.993	
683.6	0.993	
683.8	0.993	
684	0.99	
684.2	0.99	
684.4	0.988	
684.6	0.987	
684.8	0.988	
685	0.988	
685.2	0.987	
685.4	0.987	
685.6	0.986	
685.8	0.986	
686	0.986	
686.2	0.987	
686.4	0.987	
686.6	0.985	
686.8	0.982	
687	0.983	
687.2	0.985	
687.4	0.983	
687.6	0.983	
687.8	0.984	
688	0.983	
688.2	0.983	
688.4	0.984	
688.6	0.988	
688.8	0.989	
689	0.99	
689.2	0.991	
689.4	0.992	
689.6	0.993	
689.8	0.994	
690	0.992	
690.2	0.993	
690.4	0.993	
690.6	0.993	
690.8	0.992	
691	0.99	
691.2	0.992	
691.4	0.993	
691.6	0.993	
691.8	0.993	
692	0.991	
692.2	0.993	
692.4	0.995	
692.6	0.995	
692.8	0.994	
693	0.992	
693.2	0.991	
693.4	0.988	
693.6	0.988	
693.8	0.988	
694	0.989	
694.2	0.988	
694.4	0.987	
694.6	0.987	
694.8	0.987	
695	0.987	
695.2	0.987	
695.4	0.987	
695.6	0.984	
695.8	0.981	
696	0.98	
696.2	0.981	
696.4	0.981	
696.6	0.982	
696.8	0.981	
697	0.982	
697.2	0.981	
697.4	0.981	
697.6	0.981	
697.8	0.981	
698	0.983	
698.2	0.986	
698.4	0.985	
698.6	0.985	
698.8	0.985	
699	0.985	
699.2	0.986	
699.4	0.989	
699.6	0.991	
699.8	0.99	
700	0.99	
700.2	0.991	
700.4	0.991	
700.6	0.991	
700.8	0.991	
701	0.991	
701.2	0.992	
701.4	0.991	
701.6	0.993	
701.8	0.992	
702	0.99	
702.2	0.991	
702.4	0.99	
702.6	0.987	
702.8	0.986	
703	0.984	
703.2	0.982	
703.4	0.98	
703.6	0.979	
703.8	0.978	
704	0.975	
704.2	0.974	
704.4	0.972	
704.6	0.971	
704.8	0.972	
705	0.971	
705.2	0.972	
705.4	0.972	
705.6	0.971	
705.8	0.971	
706	0.973	
706.2	0.97	
706.4	0.966	
706.6	0.968	
706.8	0.968	
707	0.968	
707.2	0.967	
707.4	0.97	
707.6	0.971	
707.8	0.975	
708	0.972	
708.2	0.97	
708.4	0.968	
708.6	0.968	
708.8	0.971	
709	0.974	
709.2	0.974	
709.4	0.978	
709.6	0.979	
709.8	0.979	
710	0.981	
710.2	0.98	
710.4	0.981	
710.6	0.982	
710.8	0.982	
711	0.984	
711.2	0.987	
711.4	0.99	
711.6	0.99	
711.8	0.989	
712	0.989	
712.2	0.991	
712.4	0.989	
712.6	0.991	
712.8	0.993	
713	0.993	
713.2	0.994	
713.4	0.994	
713.6	0.995	
713.8	0.995	
714	0.994	
714.2	0.995	
714.4	0.996	
714.6	0.995	
714.8	0.994	
715	0.993	
715.2	0.992	
715.4	0.992	
715.6	0.99	
715.8	0.992	
716	0.991	
716.2	0.991	
716.4	0.992	
716.6	0.992	
716.8	0.992	
717	0.991	
717.2	0.994	
717.4	0.994	
717.6	0.993	
717.8	0.992	
718	0.992	
718.2	0.994	
718.4	0.994	
718.6	0.993	
718.8	0.994	
719	0.995	
719.2	0.993	
719.4	0.991	
719.6	0.992	
719.8	0.992	
720	0.991	
720.2	0.992	
720.4	0.991	
720.6	0.993	
720.8	0.994	
721	0.995	
721.2	0.994	
721.4	0.993	
721.6	0.993	
721.8	0.993	
722	0.993	
722.2	0.989	
722.4	0.987	
722.6	0.985	
722.8	0.987	
723	0.991	
723.2	0.992	
723.4	0.991	
723.6	0.991	
723.8	0.988	
724	0.987	
724.2	0.987	
724.4	0.986	
724.6	0.986	
724.8	0.986	
725	0.986	
725.2	0.987	
725.4	0.986	
725.6	0.987	
725.8	0.988	
726	0.988	
726.2	0.988	
726.4	0.987	
726.6	0.986	
726.8	0.987	
727	0.986	
727.2	0.987	
727.4	0.988	
727.6	0.987	
727.8	0.984	
728	0.983	
728.2	0.983	
728.4	0.986	
728.6	0.987	
728.8	0.988	
729	0.987	
729.2	0.987	
729.4	0.987	
729.6	0.988	
729.8	0.989	
730	0.989	
730.2	0.99	
730.4	0.993	
730.6	0.993	
730.8	0.993	
731	0.993	
731.2	0.99	
731.4	0.989	
731.6	0.991	
731.8	0.991	
732	0.99	
732.2	0.987	
732.4	0.988	
732.6	0.988	
732.8	0.988	
733	0.988	
733.2	0.987	
733.4	0.987	
733.6	0.989	
733.8	0.985	
734	0.982	
734.2	0.98	
734.4	0.979	
734.6	0.982	
734.8	0.983	
735	0.983	
735.2	0.981	
735.4	0.978	
735.6	0.975	
735.8	0.975	
736	0.976	
736.2	0.977	
736.4	0.978	
736.6	0.978	
736.8	0.976	
737	0.974	
737.2	0.974	
737.4	0.975	
737.6	0.975	
737.8	0.975	
738	0.973	
738.2	0.973	
738.4	0.972	
738.6	0.975	
738.8	0.976	
739	0.975	
739.2	0.976	
739.4	0.975	
739.6	0.975	
739.8	0.978	
740	0.979	
740.2	0.978	
740.4	0.98	
740.6	0.98	
740.8	0.981	
741	0.984	
741.2	0.982	
741.4	0.982	
741.6	0.981	
741.8	0.981	
742	0.982	
742.2	0.983	
742.4	0.984	
742.6	0.984	
742.8	0.983	
743	0.982	
743.2	0.982	
743.4	0.984	
743.6	0.983	
743.8	0.982	
744	0.984	
744.2	0.983	
744.4	0.982	
744.6	0.981	
744.8	0.981	
745	0.98	
745.2	0.979	
745.4	0.98	
745.6	0.979	
745.8	0.978	
746	0.977	
746.2	0.976	
746.4	0.975	
746.6	0.975	
746.8	0.977	
747	0.977	
747.2	0.978	
747.4	0.978	
747.6	0.976	
747.8	0.975	
748	0.976	
748.2	0.976	
748.4	0.976	
748.6	0.977	
748.8	0.977	
749	0.975	
749.2	0.976	
749.4	0.977	
749.6	0.977	
749.8	0.977	
750	0.976	
750.2	0.975	
750.4	0.975	
750.6	0.976	
750.8	0.977	
751	0.977	
751.2	0.977	
751.4	0.979	
751.6	0.977	
751.8	0.978	
752	0.976	
752.2	0.977	
752.4	0.978	
752.6	0.978	
752.8	0.979	
753	0.979	
753.2	0.98	
753.4	0.979	
753.6	0.979	
753.8	0.978	
754	0.98	
754.2	0.979	
754.4	0.979	
754.6	0.978	
754.8	0.98	
755	0.982	
755.2	0.981	
755.4	0.983	
755.6	0.985	
755.8	0.982	
756	0.981	
756.2	0.981	
756.4	0.98	
756.6	0.982	
756.8	0.985	
757	0.985	
757.2	0.986	
757.4	0.985	
757.6	0.986	
757.8	0.986	
758	0.986	
758.2	0.982	
758.4	0.983	
758.6	0.985	
758.8	0.985	
759	0.985	
759.2	0.985	
759.4	0.982	
759.6	0.979	
759.8	0.981	
760	0.982	
760.2	0.983	
760.4	0.985	
760.6	0.986	
760.8	0.987	
761	0.984	
761.2	0.983	
761.4	0.985	
761.6	0.984	
761.8	0.985	
